route_id,service_id,trip_id,trip_headsign,shape_id
7525385,WE,75253851,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,75253852,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,75253853,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,75253854,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,75253855,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,75253856,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,75253857,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,75253858,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,75253859,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538510,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538511,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538512,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538513,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538514,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538515,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538516,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538517,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538518,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538519,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538520,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538521,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538522,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538523,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538524,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538525,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538526,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538527,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538528,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538529,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538530,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538531,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538532,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538533,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538534,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538535,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538536,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538537,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538538,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538539,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538540,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538541,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538542,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538543,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538544,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538545,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538546,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538547,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538548,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538549,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538550,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538551,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538552,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538553,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WE,752538554,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,75253851,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,75253852,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,75253853,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,75253854,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,75253855,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,75253856,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,75253857,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,75253858,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,75253859,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538510,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538511,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538512,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538513,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538514,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538515,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538516,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538517,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538518,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538519,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538520,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538521,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538522,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538523,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538524,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538525,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538526,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538527,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538528,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538529,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538530,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538531,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538532,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538533,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538534,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538535,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538536,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538537,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538538,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538539,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538540,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538541,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538542,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538543,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538544,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538545,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538546,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538547,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538548,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538549,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538550,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538551,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538552,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538553,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7525385,WD,752538554,"[Dummy]Luxembourg, Gare Centrale-to-Orscholz, Rehaklinik",7525385
7886858,WE,78868581,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,78868582,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,78868583,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,78868584,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,78868585,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,78868586,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,78868587,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,78868588,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,78868589,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685810,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685811,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685812,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685813,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685814,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685815,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685816,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685817,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685818,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685819,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685820,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685821,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685822,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685823,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685824,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685825,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685826,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685827,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685828,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685829,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685830,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685831,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685832,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685833,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685834,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685835,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685836,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685837,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685838,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685839,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685840,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685841,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685842,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685843,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685844,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685845,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685846,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685847,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685848,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685849,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685850,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685851,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685852,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685853,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WE,788685854,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,78868581,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,78868582,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,78868583,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,78868584,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,78868585,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,78868586,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,78868587,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,78868588,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,78868589,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685810,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685811,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685812,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685813,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685814,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685815,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685816,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685817,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685818,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685819,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685820,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685821,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685822,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685823,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685824,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685825,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685826,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685827,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685828,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685829,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685830,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685831,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
7886858,WD,788685832,[Dummy]Von der Heydt-to-Heinrichshaus,7886858
